type,status,departure,arrival,airline,flight,codeshared
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b37', 'delay': 16, 'scheduledTime': '2023-03-01t06:00:00.000', 'estimatedTime': '2023-03-01t06:00:00.000', 'actualTime': '2023-03-01t06:15:00.000', 'estimatedRunway': '2023-03-01t06:15:00.000', 'actualRunway': '2023-03-01t06:15:00.000'}","{'iataCode': 'zrh', 'icaoCode': 'lszh', 'terminal': '2', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:30:00.000'}","{'name': 'swiss', 'iataCode': 'lx', 'icaoCode': 'swr'}","{'number': '345', 'iataNumber': 'lx345', 'icaoNumber': 'swr345'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b33', 'delay': 30, 'scheduledTime': '2023-03-01t06:00:00.000', 'estimatedTime': '2023-03-01t06:12:00.000', 'actualTime': '2023-03-01t06:30:00.000', 'estimatedRunway': '2023-03-01t06:30:00.000', 'actualRunway': '2023-03-01t06:30:00.000'}","{'iataCode': 'vie', 'icaoCode': 'loww', 'terminal': '3', 'delay': 2, 'scheduledTime': '2023-03-01t09:15:00.000', 'estimatedTime': '2023-03-01t09:17:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '6186', 'iataNumber': 'ac6186', 'icaoNumber': 'aca6186'}","{'airline': {'name': 'austrian', 'iataCode': 'os', 'icaoCode': 'aua'}, 'flight': {'number': '458', 'iataNumber': 'os458', 'icaoNumber': 'aua458'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b33', 'delay': 30, 'scheduledTime': '2023-03-01t06:00:00.000', 'estimatedTime': '2023-03-01t06:12:00.000', 'actualTime': '2023-03-01t06:30:00.000', 'estimatedRunway': '2023-03-01t06:30:00.000', 'actualRunway': '2023-03-01t06:30:00.000'}","{'iataCode': 'vie', 'icaoCode': 'loww', 'terminal': '3', 'delay': 2, 'scheduledTime': '2023-03-01t09:15:00.000', 'estimatedTime': '2023-03-01t09:17:00.000'}","{'name': 'austrian', 'iataCode': 'os', 'icaoCode': 'aua'}","{'number': '458', 'iataNumber': 'os458', 'icaoNumber': 'aua458'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'aeromexico', 'iataCode': 'am', 'icaoCode': 'amx'}","{'number': '6021', 'iataNumber': 'am6021', 'icaoNumber': 'amx6021'}","{'airline': {'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}, 'flight': {'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}","{'number': '8619', 'iataNumber': 'dl8619', 'icaoNumber': 'dal8619'}","{'airline': {'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}, 'flight': {'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'gol', 'iataCode': 'g3', 'icaoCode': 'glo'}","{'number': '5113', 'iataNumber': 'g35113', 'icaoNumber': 'glo5113'}","{'airline': {'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}, 'flight': {'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'kenya airways', 'iataCode': 'kq', 'icaoCode': 'kqa'}","{'number': '3059', 'iataNumber': 'kq3059', 'icaoNumber': 'kqa3059'}","{'airline': {'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}, 'flight': {'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'air mauritius', 'iataCode': 'mk', 'icaoCode': 'mau'}","{'number': '9413', 'iataNumber': 'mk9413', 'icaoNumber': 'mau9413'}","{'airline': {'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}, 'flight': {'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'virgin atlantic', 'iataCode': 'vs', 'icaoCode': 'vir'}","{'number': '6714', 'iataNumber': 'vs6714', 'icaoNumber': 'vir6714'}","{'airline': {'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}, 'flight': {'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '28', 'delay': 20, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:46:00.000', 'actualTime': '2023-03-01t06:39:00.000', 'estimatedRunway': '2023-03-01t06:39:00.000', 'actualRunway': '2023-03-01t06:39:00.000'}","{'iataCode': 'cdg', 'icaoCode': 'lfpg', 'terminal': '2e', 'baggage': '31', 'scheduledTime': '2023-03-01t08:40:00.000', 'estimatedTime': '2023-03-01t08:25:00.000'}","{'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}","{'number': '1381', 'iataNumber': 'af1381', 'icaoNumber': 'afr1381'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '26', 'delay': 15, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:16:00.000', 'actualTime': '2023-03-01t06:34:00.000', 'estimatedRunway': '2023-03-01t06:34:00.000', 'actualRunway': '2023-03-01t06:34:00.000'}","{'iataCode': 'mad', 'icaoCode': 'lemd', 'terminal': '4s', 'baggage': '08', 'scheduledTime': '2023-03-01t09:55:00.000', 'estimatedTime': '2023-03-01t09:25:00.000'}","{'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}","{'number': '6800', 'iataNumber': 'aa6800', 'icaoNumber': 'aal6800'}","{'airline': {'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}, 'flight': {'number': '456', 'iataNumber': 'ba456', 'icaoNumber': 'baw456'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '26', 'delay': 15, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:16:00.000', 'actualTime': '2023-03-01t06:34:00.000', 'estimatedRunway': '2023-03-01t06:34:00.000', 'actualRunway': '2023-03-01t06:34:00.000'}","{'iataCode': 'mad', 'icaoCode': 'lemd', 'terminal': '4s', 'baggage': '08', 'scheduledTime': '2023-03-01t09:55:00.000', 'estimatedTime': '2023-03-01t09:25:00.000'}","{'name': 'iberia', 'iataCode': 'ib', 'icaoCode': 'ibe'}","{'number': '7458', 'iataNumber': 'ib7458', 'icaoNumber': 'ibe7458'}","{'airline': {'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}, 'flight': {'number': '456', 'iataNumber': 'ba456', 'icaoNumber': 'baw456'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '26', 'delay': 15, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:16:00.000', 'actualTime': '2023-03-01t06:34:00.000', 'estimatedRunway': '2023-03-01t06:34:00.000', 'actualRunway': '2023-03-01t06:34:00.000'}","{'iataCode': 'mad', 'icaoCode': 'lemd', 'terminal': '4s', 'baggage': '08', 'scheduledTime': '2023-03-01t09:55:00.000', 'estimatedTime': '2023-03-01t09:25:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '456', 'iataNumber': 'ba456', 'icaoNumber': 'baw456'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a9', 'delay': 16, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:18:00.000', 'actualTime': '2023-03-01t06:35:00.000', 'estimatedRunway': '2023-03-01t06:35:00.000', 'actualRunway': '2023-03-01t06:35:00.000'}","{'iataCode': 'edi', 'icaoCode': 'egph', 'baggage': '10', 'scheduledTime': '2023-03-01t07:45:00.000', 'estimatedTime': '2023-03-01t07:32:00.000'}","{'name': 'qantas', 'iataCode': 'qf', 'icaoCode': 'qfa'}","{'number': '3551', 'iataNumber': 'qf3551', 'icaoNumber': 'qfa3551'}","{'airline': {'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}, 'flight': {'number': '1432', 'iataNumber': 'ba1432', 'icaoNumber': 'baw1432'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a9', 'delay': 16, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:18:00.000', 'actualTime': '2023-03-01t06:35:00.000', 'estimatedRunway': '2023-03-01t06:35:00.000', 'actualRunway': '2023-03-01t06:35:00.000'}","{'iataCode': 'edi', 'icaoCode': 'egph', 'baggage': '10', 'scheduledTime': '2023-03-01t07:45:00.000', 'estimatedTime': '2023-03-01t07:32:00.000'}","{'name': 'qatar airways', 'iataCode': 'qr', 'icaoCode': 'qtr'}","{'number': '6264', 'iataNumber': 'qr6264', 'icaoNumber': 'qtr6264'}","{'airline': {'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}, 'flight': {'number': '1432', 'iataNumber': 'ba1432', 'icaoNumber': 'baw1432'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a9', 'delay': 16, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:18:00.000', 'actualTime': '2023-03-01t06:35:00.000', 'estimatedRunway': '2023-03-01t06:35:00.000', 'actualRunway': '2023-03-01t06:35:00.000'}","{'iataCode': 'edi', 'icaoCode': 'egph', 'baggage': '10', 'scheduledTime': '2023-03-01t07:45:00.000', 'estimatedTime': '2023-03-01t07:32:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '1432', 'iataNumber': 'ba1432', 'icaoNumber': 'baw1432'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a11', 'delay': 11, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:20:00.000', 'actualTime': '2023-03-01t06:31:00.000', 'estimatedRunway': '2023-03-01t06:31:00.000', 'actualRunway': '2023-03-01t06:31:00.000'}","{'iataCode': 'gla', 'icaoCode': 'egpf', 'terminal': 'm', 'scheduledTime': '2023-03-01t07:50:00.000', 'estimatedTime': '2023-03-01t07:30:00.000'}","{'name': 'qatar airways', 'iataCode': 'qr', 'icaoCode': 'qtr'}","{'number': '5944', 'iataNumber': 'qr5944', 'icaoNumber': 'qtr5944'}","{'airline': {'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}, 'flight': {'number': '1472', 'iataNumber': 'ba1472', 'icaoNumber': 'baw1472'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a11', 'delay': 11, 'scheduledTime': '2023-03-01t06:20:00.000', 'estimatedTime': '2023-03-01t06:20:00.000', 'actualTime': '2023-03-01t06:31:00.000', 'estimatedRunway': '2023-03-01t06:31:00.000', 'actualRunway': '2023-03-01t06:31:00.000'}","{'iataCode': 'gla', 'icaoCode': 'egpf', 'terminal': 'm', 'scheduledTime': '2023-03-01t07:50:00.000', 'estimatedTime': '2023-03-01t07:30:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '1472', 'iataNumber': 'ba1472', 'icaoNumber': 'baw1472'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b47', 'delay': 14, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:47:00.000', 'actualTime': '2023-03-01t06:44:00.000', 'estimatedRunway': '2023-03-01t06:44:00.000', 'actualRunway': '2023-03-01t06:44:00.000'}","{'iataCode': 'fra', 'icaoCode': 'eddf', 'terminal': '1', 'gate': 'z18', 'scheduledTime': '2023-03-01t09:05:00.000', 'estimatedTime': '2023-03-01t08:52:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '9546', 'iataNumber': 'ua9546', 'icaoNumber': 'ual9546'}","{'airline': {'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}, 'flight': {'number': '921', 'iataNumber': 'lh921', 'icaoNumber': 'dlh921'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b47', 'delay': 14, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:47:00.000', 'actualTime': '2023-03-01t06:44:00.000', 'estimatedRunway': '2023-03-01t06:44:00.000', 'actualRunway': '2023-03-01t06:44:00.000'}","{'iataCode': 'fra', 'icaoCode': 'eddf', 'terminal': '1', 'gate': 'z18', 'scheduledTime': '2023-03-01t09:05:00.000', 'estimatedTime': '2023-03-01t08:52:00.000'}","{'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}","{'number': '921', 'iataNumber': 'lh921', 'icaoNumber': 'dlh921'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'china airlines', 'iataCode': 'ci', 'icaoCode': 'cal'}","{'number': '9362', 'iataNumber': 'ci9362', 'icaoNumber': 'cal9362'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'china southern airlines', 'iataCode': 'cz', 'icaoCode': 'csn'}","{'number': '7660', 'iataNumber': 'cz7660', 'icaoNumber': 'csn7660'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}","{'number': '9504', 'iataNumber': 'dl9504', 'icaoNumber': 'dal9504'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'garuda indonesia', 'iataCode': 'ga', 'icaoCode': 'gia'}","{'number': '9491', 'iataNumber': 'ga9491', 'icaoNumber': 'gia9491'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'gol', 'iataCode': 'g3', 'icaoCode': 'glo'}","{'number': '5539', 'iataNumber': 'g35539', 'icaoNumber': 'glo5539'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'kenya airways', 'iataCode': 'kq', 'icaoCode': 'kqa'}","{'number': '1000', 'iataNumber': 'kq1000', 'icaoNumber': 'kqa1000'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'xiamen airlines', 'iataCode': 'mf', 'icaoCode': 'cxa'}","{'number': '9652', 'iataNumber': 'mf9652', 'icaoNumber': 'cxa9652'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'virgin atlantic', 'iataCode': 'vs', 'icaoCode': 'vir'}","{'number': '6914', 'iataNumber': 'vs6914', 'icaoNumber': 'vir6914'}","{'airline': {'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}, 'flight': {'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '3', 'gate': '30', 'delay': 9, 'scheduledTime': '2023-03-01t06:30:00.000', 'estimatedTime': '2023-03-01t06:39:00.000'}","{'iataCode': 'ams', 'icaoCode': 'eham', 'baggage': '13', 'gate': 'd54', 'scheduledTime': '2023-03-01t09:00:00.000'}","{'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}","{'number': '1000', 'iataNumber': 'kl1000', 'icaoNumber': 'klm1000'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'b46', 'delay': 10, 'scheduledTime': '2023-03-01t06:35:00.000', 'estimatedTime': '2023-03-01t06:30:00.000', 'actualTime': '2023-03-01t06:45:00.000', 'estimatedRunway': '2023-03-01t06:45:00.000', 'actualRunway': '2023-03-01t06:45:00.000'}","{'iataCode': 'zrh', 'icaoCode': 'lszh', 'terminal': '2', 'scheduledTime': '2023-03-01t09:15:00.000', 'estimatedTime': '2023-03-01t09:02:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '710', 'iataNumber': 'ba710', 'icaoNumber': 'baw710'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a10', 'delay': 11, 'scheduledTime': '2023-03-01t06:35:00.000', 'estimatedTime': '2023-03-01t06:34:00.000', 'actualTime': '2023-03-01t06:46:00.000', 'estimatedRunway': '2023-03-01t06:46:00.000', 'actualRunway': '2023-03-01t06:46:00.000'}","{'iataCode': 'dub', 'icaoCode': 'eidw', 'terminal': '1', 'baggage': '5', 'gate': 'vcc4', 'scheduledTime': '2023-03-01t08:05:00.000', 'estimatedTime': '2023-03-01t07:45:00.000'}","{'name': 'aer lingus', 'iataCode': 'ei', 'icaoCode': 'ein'}","{'number': '8332', 'iataNumber': 'ei8332', 'icaoNumber': 'ein8332'}","{'airline': {'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}, 'flight': {'number': '832', 'iataNumber': 'ba832', 'icaoNumber': 'baw832'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '5', 'gate': 'a10', 'delay': 11, 'scheduledTime': '2023-03-01t06:35:00.000', 'estimatedTime': '2023-03-01t06:34:00.000', 'actualTime': '2023-03-01t06:46:00.000', 'estimatedRunway': '2023-03-01t06:46:00.000', 'actualRunway': '2023-03-01t06:46:00.000'}","{'iataCode': 'dub', 'icaoCode': 'eidw', 'terminal': '1', 'baggage': '5', 'gate': 'vcc4', 'scheduledTime': '2023-03-01t08:05:00.000', 'estimatedTime': '2023-03-01t07:45:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '832', 'iataNumber': 'ba832', 'icaoNumber': 'baw832'}",
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b41', 'delay': 7, 'scheduledTime': '2023-03-01t06:35:00.000', 'estimatedTime': '2023-03-01t06:25:00.000', 'actualTime': '2023-03-01t06:42:00.000', 'estimatedRunway': '2023-03-01t06:42:00.000', 'actualRunway': '2023-03-01t06:42:00.000'}","{'iataCode': 'muc', 'icaoCode': 'eddm', 'terminal': '2', 'gate': 'h30', 'scheduledTime': '2023-03-01t09:25:00.000', 'estimatedTime': '2023-03-01t09:08:00.000'}","{'name': 'aegean airlines', 'iataCode': 'a3', 'icaoCode': 'aee'}","{'number': '1621', 'iataNumber': 'a31621', 'icaoNumber': 'aee1621'}","{'airline': {'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}, 'flight': {'number': '2485', 'iataNumber': 'lh2485', 'icaoNumber': 'dlh2485'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b41', 'delay': 7, 'scheduledTime': '2023-03-01t06:35:00.000', 'estimatedTime': '2023-03-01t06:25:00.000', 'actualTime': '2023-03-01t06:42:00.000', 'estimatedRunway': '2023-03-01t06:42:00.000', 'actualRunway': '2023-03-01t06:42:00.000'}","{'iataCode': 'muc', 'icaoCode': 'eddm', 'terminal': '2', 'gate': 'h30', 'scheduledTime': '2023-03-01t09:25:00.000', 'estimatedTime': '2023-03-01t09:08:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '8884', 'iataNumber': 'ua8884', 'icaoNumber': 'ual8884'}","{'airline': {'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}, 'flight': {'number': '2485', 'iataNumber': 'lh2485', 'icaoNumber': 'dlh2485'}}"
departure,active,"{'iataCode': 'lhr', 'icaoCode': 'egll', 'terminal': '2', 'gate': 'b41', 'delay': 7, 'scheduledTime': '2023-03-01t06:35:00.000', 'estimatedTime': '2023-03-01t06:25:00.000', 'actualTime': '2023-03-01t06:42:00.000', 'estimatedRunway': '2023-03-01t06:42:00.000', 'actualRunway': '2023-03-01t06:42:00.000'}","{'iataCode': 'muc', 'icaoCode': 'eddm', 'terminal': '2', 'gate': 'h30', 'scheduledTime': '2023-03-01t09:25:00.000', 'estimatedTime': '2023-03-01t09:08:00.000'}","{'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}","{'number': '2485', 'iataNumber': 'lh2485', 'icaoNumber': 'dlh2485'}",
