type,status,departure,arrival,airline,flight,codeshared
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'b22', 'delay': 26, 'scheduledTime': '2023-08-01t07:45:00.000', 'estimatedTime': '2023-08-01t08:03:00.000', 'actualTime': '2023-08-01t08:10:00.000', 'estimatedRunway': '2023-08-01t08:10:00.000', 'actualRunway': '2023-08-01t08:10:00.000'}","{'iataCode': 'aus', 'icaoCode': 'kaus', 'baggage': '4', 'gate': '22', 'scheduledTime': '2023-08-01t12:30:00.000', 'estimatedTime': '2023-08-01t12:25:00.000'}","{'name': 'southwest airlines', 'iataCode': 'wn', 'icaoCode': 'swa'}","{'number': '1099', 'iataNumber': 'wn1099', 'icaoNumber': 'swa1099'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'c1', 'delay': 10, 'scheduledTime': '2023-08-01t07:45:00.000', 'estimatedTime': '2023-08-01t07:45:00.000', 'actualTime': '2023-08-01t07:55:00.000', 'estimatedRunway': '2023-08-01t07:55:00.000', 'actualRunway': '2023-08-01t07:55:00.000'}","{'iataCode': 'sea', 'icaoCode': 'ksea', 'baggage': '10', 'gate': 'b14', 'scheduledTime': '2023-08-01t10:20:00.000', 'estimatedTime': '2023-08-01t09:55:00.000'}","{'name': 'southwest airlines', 'iataCode': 'wn', 'icaoCode': 'swa'}","{'number': '3356', 'iataNumber': 'wn3356', 'icaoNumber': 'swa3356'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'a11', 'delay': 46, 'scheduledTime': '2023-08-01t07:49:00.000', 'estimatedTime': '2023-08-01t08:28:00.000', 'actualTime': '2023-08-01t08:34:00.000', 'estimatedRunway': '2023-08-01t08:34:00.000', 'actualRunway': '2023-08-01t08:34:00.000'}","{'iataCode': 'dfw', 'icaoCode': 'kdfw', 'terminal': 'e', 'baggage': 'e31', 'gate': 'e31', 'delay': 13, 'scheduledTime': '2023-08-01t12:34:00.000', 'estimatedTime': '2023-08-01t12:46:00.000'}","{'name': 'spirit airlines', 'iataCode': 'nk', 'icaoCode': 'nks'}","{'number': '269', 'iataNumber': 'nk269', 'icaoNumber': 'nks269'}",
departure,cancelled,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '3', 'gate': 'd16', 'scheduledTime': '2023-08-01t07:51:00.000', 'estimatedTime': '2023-08-01t07:51:00.000'}","{'iataCode': 'mdw', 'icaoCode': 'kmdw', 'baggage': '1', 'gate': 'c2', 'scheduledTime': '2023-08-01t13:24:00.000'}","{'name': 'frontier airlines', 'iataCode': 'f9', 'icaoCode': 'fft'}","{'number': '2114', 'iataNumber': 'f92114', 'icaoNumber': 'fft2114'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'c19', 'delay': 24, 'scheduledTime': '2023-08-01t07:55:00.000', 'estimatedTime': '2023-08-01t08:20:00.000', 'actualTime': '2023-08-01t08:19:00.000', 'estimatedRunway': '2023-08-01t08:19:00.000', 'actualRunway': '2023-08-01t08:19:00.000'}","{'iataCode': 'san', 'icaoCode': 'ksan', 'terminal': '1', 'gate': '8', 'delay': 9, 'scheduledTime': '2023-08-01t09:00:00.000', 'estimatedTime': '2023-08-01t09:08:00.000'}","{'name': 'southwest airlines', 'iataCode': 'wn', 'icaoCode': 'swa'}","{'number': '2128', 'iataNumber': 'wn2128', 'icaoNumber': 'swa2128'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'a10', 'delay': 12, 'scheduledTime': '2023-08-01t07:57:00.000', 'estimatedTime': '2023-08-01t07:57:00.000', 'actualTime': '2023-08-01t08:09:00.000', 'estimatedRunway': '2023-08-01t08:09:00.000', 'actualRunway': '2023-08-01t08:09:00.000'}","{'iataCode': 'phx', 'icaoCode': 'kphx', 'terminal': '3', 'baggage': '2', 'gate': 'f5', 'scheduledTime': '2023-08-01t09:11:00.000', 'estimatedTime': '2023-08-01t08:55:00.000'}","{'name': 'spirit airlines', 'iataCode': 'nk', 'icaoCode': 'nks'}","{'number': '1285', 'iataNumber': 'nk1285', 'icaoNumber': 'nks1285'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'delay': 22, 'scheduledTime': '2023-08-01t01:20:00.000', 'estimatedTime': '2023-08-01t01:42:00.000'}","{'iataCode': 'phx', 'icaoCode': 'kphx', 'scheduledTime': '2023-08-01t02:01:00.000'}","{'name': 'jsx air', 'iataCode': 'xe', 'icaoCode': 'jsx'}","{'number': '405', 'iataNumber': 'xe405', 'icaoNumber': 'jsx405'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'd10', 'delay': 364, 'scheduledTime': '2023-08-01t08:00:00.000', 'estimatedTime': '2023-08-01t14:04:00.000'}","{'iataCode': 'aus', 'icaoCode': 'kaus', 'baggage': '3', 'gate': '23', 'scheduledTime': '2023-08-01t12:52:00.000'}","{'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}","{'number': '6928', 'iataNumber': 'as6928', 'icaoNumber': 'asa6928'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '1018', 'iataNumber': 'aa1018', 'icaoNumber': 'aal1018'}}"
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'd10', 'delay': 364, 'scheduledTime': '2023-08-01t08:00:00.000', 'estimatedTime': '2023-08-01t14:04:00.000'}","{'iataCode': 'aus', 'icaoCode': 'kaus', 'baggage': '3', 'gate': '23', 'scheduledTime': '2023-08-01t12:52:00.000'}","{'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}","{'number': '1018', 'iataNumber': 'aa1018', 'icaoNumber': 'aal1018'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'd6', 'delay': 6, 'scheduledTime': '2023-08-01t08:00:00.000', 'estimatedTime': '2023-08-01t08:21:00.000', 'actualTime': '2023-08-01t08:06:00.000', 'estimatedRunway': '2023-08-01t08:06:00.000', 'actualRunway': '2023-08-01t08:06:00.000'}","{'iataCode': 'dfw', 'icaoCode': 'kdfw', 'terminal': 'b', 'baggage': 'b5', 'gate': 'b7', 'scheduledTime': '2023-08-01t12:48:00.000', 'estimatedTime': '2023-08-01t12:18:00.000'}","{'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}","{'number': '1908', 'iataNumber': 'aa1908', 'icaoNumber': 'aal1908'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'd12', 'delay': 18, 'scheduledTime': '2023-08-01t08:00:00.000', 'estimatedTime': '2023-08-01t08:20:00.000', 'actualTime': '2023-08-01t08:17:00.000', 'estimatedRunway': '2023-08-01t08:17:00.000', 'actualRunway': '2023-08-01t08:17:00.000'}","{'iataCode': 'clt', 'icaoCode': 'kclt', 'baggage': 'c1', 'gate': 'b3', 'scheduledTime': '2023-08-01t15:26:00.000', 'estimatedTime': '2023-08-01t15:03:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '4729', 'iataNumber': 'ba4729', 'icaoNumber': 'baw4729'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '2886', 'iataNumber': 'aa2886', 'icaoNumber': 'aal2886'}}"
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'd12', 'delay': 18, 'scheduledTime': '2023-08-01t08:00:00.000', 'estimatedTime': '2023-08-01t08:20:00.000', 'actualTime': '2023-08-01t08:17:00.000', 'estimatedRunway': '2023-08-01t08:17:00.000', 'actualRunway': '2023-08-01t08:17:00.000'}","{'iataCode': 'clt', 'icaoCode': 'kclt', 'baggage': 'c1', 'gate': 'b3', 'scheduledTime': '2023-08-01t15:26:00.000', 'estimatedTime': '2023-08-01t15:03:00.000'}","{'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}","{'number': '2886', 'iataNumber': 'aa2886', 'icaoNumber': 'aal2886'}",
departure,active,"{'iataCode': 'las', 'icaoCode': 'klas', 'terminal': '1', 'gate': 'a12', 'delay': 39, 'scheduledTime': '2023-08-01t08:00:00.000', 'estimatedTime': '2023-08-01t08:31:00.000', 'actualTime': '2023-08-01t08:38:00.000', 'estimatedRunway': '2023-08-01t08:38:00.000', 'actualRunway': '2023-08-01t08:38:00.000'}","{'iataCode': 'atl', 'icaoCode': 'katl', 'terminal': 'n', 'gate': 'd4', 'scheduledTime': '2023-08-01t15:12:00.000', 'estimatedTime': '2023-08-01t15:12:00.000'}","{'name': 'spirit airlines', 'iataCode': 'nk', 'icaoCode': 'nks'}","{'number': '806', 'iataNumber': 'nk806', 'icaoNumber': 'nks806'}",
